record_type|state_code|f_system|station_id|travel_dir|travel_lane|year_record|month_record|day_record|day_of_week|hour_00|hour_01|hour_02|hour_03|hour_04|hour_05|hour_06|hour_07|hour_08|hour_09|hour_10|hour_11|hour_12|hour_13|hour_14|hour_15|hour_16|hour_17|hour_18|hour_19|hour_20|hour_21|hour_22|hour_23|restrictions
V|26|2U|818239|5|3|2023|1|8|1|0|0|0|0|0|0|0|0|1|2|0|2|1|1|4|1|1|0|2|1|1|0|1|0|
V|26|2U|818239|5|3|2023|1|9|2|0|0|0|0|0|42|647|1002|772|222|2|0|2|3|3|2|3|7|2|1|0|0|0|0|
V|26|2U|818239|5|3|2023|1|10|3|0|0|1|0|2|46|780|1161|955|278|3|1|4|3|2|1|2|2|1|0|0|0|0|0|
V|26|2U|818239|5|3|2023|1|11|4|0|0|0|0|0|41|689|1201|864|219|3|1|8|5|4|1|2|1|0|0|0|1|0|0|
V|26|2U|818239|5|3|2023|1|12|5|0|0|0|0|0|39|618|1144|912|268|2|4|2|2|2|1|1|2|1|0|1|0|0|0|
V|26|2U|818239|5|3|2023|1|13|6|0|0|0|0|1|34|491|911|484|178|2|2|1|4|5|4|5|2|1|0|0|0|0|2|
V|26|2U|818239|5|3|2023|1|14|7|0|1|0|0|0|0|0|2|1|0|0|2|0|4|1|0|2|1|0|1|1|0|1|0|
V|26|2U|818239|5|3|2023|1|15|1|0|0|0|0|0|0|0|0|0|1|3|0|3|1|1|0|2|1|0|1|1|1|1|0|
V|26|2U|818239|5|3|2023|1|16|2|0|0|0|0|0|22|453|639|470|174|3|0|3|1|2|4|2|3|5|1|1|1|3|0|
V|26|2U|818239|5|3|2023|1|17|3|0|0|0|0|0|32|734|1188|1058|294|3|1|1|3|5|2|0|0|0|0|0|0|1|0|
V|26|2U|818239|5|3|2023|1|19|5|1|0|0|0|0|21|583|958|626|421|2|1|0|2|0|2|1|1|1|0|0|0|0|0|
V|26|2U|818239|5|3|2023|1|20|6|0|0|0|0|0|21|511|857|621|191|5|1|3|2|1|1|0|3|0|0|1|2|1|0|
V|26|2U|818239|5|3|2023|1|21|7|0|1|0|0|0|1|0|0|0|0|1|1|1|2|1|1|0|2|1|0|0|0|0|0|
V|26|2U|818239|5|3|2023|1|22|1|0|0|0|0|0|0|0|0|0|1|0|1|4|1|1|2|0|2|0|0|0|0|0|2|
V|26|2U|818239|5|3|2023|1|23|2|0|0|0|0|0|29|512|1019|791|251|2|1|1|0|1|0|4|1|0|1|1|0|1|0|
V|26|2U|818239|5|3|2023|1|24|3|0|0|0|0|0|50|669|1212|1124|273|1|0|4|5|5|0|0|5|0|0|2|0|0|0|
V|26|2U|818239|5|3|2023|1|25|4|0|0|1|0|0|17|201|358|206|111|0|0|3|2|1|2|0|2|1|0|0|3|0|1|
V|26|2U|818239|5|3|2023|1|26|5|0|0|1|0|0|17|298|491|477|142|2|4|2|3|0|3|3|0|0|1|0|0|0|0|
V|26|2U|818239|5|3|2023|1|27|6|0|0|0|0|1|15|400|764|523|155|2|0|0|3|2|2|1|1|1|2|0|0|1|0|
V|26|2U|818239|5|3|2023|1|28|7|0|1|0|0|0|0|0|0|0|0|0|0|0|1|2|2|0|2|0|0|0|0|0|0|
V|26|2U|818239|5|3|2023|1|29|1|0|0|0|0|0|1|0|1|1|1|0|0|1|3|1|1|1|2|0|0|0|0|0|0|
V|26|2U|818239|5|3|2023|1|30|2|0|0|0|0|1|3|350|768|794|184|5|0|0|3|0|2|6|2|1|0|2|0|0|0|
V|26|2U|818239|5|3|2023|1|31|3|0|0|0|1|0|49|621|1122|927|244|1|2|2|1|2|2|2|3|1|0|0|0|0|0|
V|26|1U|828839|3|1|2023|1|1|1|361|407|332|151|268|236|372|467|365|452|655|739|641|603|633|624|623|576|686|659|395|376|521|473|
V|26|1U|828839|3|1|2023|1|2|2|336|193|385|348|432|383|409|355|397|424|595|674|682|677|740|745|744|758|759|633|661|652|399|304|
V|26|1U|828839|3|1|2023|1|3|3|292|174|361|296|288|572|773|832|724|668|574|653|737|780|777|954|1016|1066|795|590|619|622|359|265|
V|26|1U|828839|3|1|2023|1|4|4|309|332|460|431|278|430|641|757|441|639|736|688|695|808|767|834|982|934|765|535|396|420|357|268|
V|26|1U|828839|3|1|2023|1|5|5|190|121|120|137|266|409|604|648|653|621|600|656|709|678|763|893|939|905|728|477|379|352|323|235|
V|26|1U|828839|3|1|2023|1|6|6|184|140|108|138|253|491|657|672|611|615|625|663|704|713|795|938|1005|1063|814|594|520|580|637|312|
V|26|1U|828839|3|1|2023|1|7|7|332|404|362|340|470|473|486|533|523|684|604|609|794|768|882|892|846|746|805|650|575|479|443|266|
V|26|1U|828839|3|1|2023|1|8|1|222|270|128|364|303|340|627|403|607|585|748|795|711|719|753|760|835|803|666|603|488|339|436|447|
V|26|1U|828839|3|1|2023|1|9|2|179|131|390|214|321|614|642|799|745|610|553|679|656|636|733|864|957|905|796|621|522|554|381|300|
V|26|1U|828839|3|1|2023|1|10|3|405|107|120|190|478|648|664|785|745|639|786|689|737|701|820|960|1047|1023|794|680|639|483|519|450|
V|26|1U|828839|3|1|2023|1|11|4|484|501|108|308|460|567|812|840|826|749|695|734|760|700|803|940|1039|1012|829|659|649|585|541|643|
V|26|1U|828839|3|1|2023|1|12|5|321|376|396|496|485|566|772|960|921|754|760|803|822|898|926|1048|1046|1014|890|694|629|752|615|531|
V|26|1U|828839|3|1|2023|1|13|6|460|295|187|483|574|566|780|838|858|768|743|730|808|835|935|1004|975|1092|881|664|572|454|580|415|
V|26|1U|828839|3|1|2023|1|14|7|298|187|156|314|367|278|340|369|423|502|622|644|690|731|813|749|817|857|662|651|764|665|698|339|
V|26|1U|828839|3|1|2023|1|15|1|606|306|125|168|153|192|265|285|373|434|502|568|681|773|720|667|655|747|624|666|710|532|703|487|
V|26|1U|828839|3|1|2023|1|16|2|364|185|140|133|218|564|589|693|668|617|654|657|724|787|776|885|880|852|871|672|655|440|505|481|
V|26|1U|828839|3|1|2023|1|17|3|569|275|271|200|393|611|801|958|980|767|763|687|689|751|829|854|716|1048|765|703|650|543|444|372|
V|26|1U|828839|3|1|2023|1|18|4|447|543|508|537|440|728|850|985|797|700|696|730|754|860|969|911|973|984|712|560|612|580|524|546|
V|26|1U|828839|3|1|2023|1|19|5|266|132|348|553|623|761|907|985|885|807|869|827|809|859|880|1029|1014|1049|897|631|558|676|601|516|
V|26|1U|828839|3|1|2023|1|20|6|397|273|464|486|601|806|807|894|885|813|906|709|712|819|1064|998|1133|1104|924|813|735|711|516|516|
V|26|1U|828839|3|1|2023|1|21|7|375|319|438|509|684|643|602|555|534|587|795|867|896|807|824|787|788|856|747|695|694|579|454|603|
V|26|1U|828839|3|1|2023|1|22|1|514|434|524|171|504|544|443|396|713|324|541|582|565|633|580|694|716|648|595|545|526|331|254|230|
V|26|1U|828839|3|1|2023|1|23|2|226|79|96|411|312|483|655|805|829|755|783|785|835|818|939|911|1034|1074|831|649|541|532|428|262|
V|26|1U|828839|3|1|2023|1|24|3|415|199|284|280|692|678|833|891|853|542|701|698|694|696|764|983|1035|1073|894|772|541|723|489|549|
V|26|1U|828839|3|1|2023|1|25|4|492|333|187|263|415|713|799|810|680|504|505|504|684|694|787|771|749|729|704|747|606|389|558|353|
V|26|1U|828839|3|1|2023|1|26|5|451|404|329|448|484|733|769|809|759|585|599|597|710|744|697|758|877|897|853|682|459|406|344|293|
V|26|1U|828839|3|1|2023|1|27|6|209|106|136|174|254|428|614|696|660|595|639|649|732|744|818|873|978|900|823|581|571|658|613|413|
V|26|1U|828839|3|1|2023|1|28|7|451|174|111|142|185|264|358|346|413|503|527|613|696|659|703|735|732|665|632|516|421|379|357|300|
V|26|1U|828839|3|1|2023|1|29|1|201|241|98|98|119|212|244|264|393|572|616|547|571|639|683|646|698|659|601|456|423|419|314|186|
V|26|1U|828839|3|1|2023|1|30|2|149|74|90|127|252|453|705|879|843|587|760|638|662|638|791|867|990|900|690|590|557|350|323|210|
V|26|1U|828839|3|1|2023|1|31|3|179|122|125|139|263|447|650|809|811|608|605|619|639|662|772|849|918|909|730|552|435|369|318|226|
V|26|1U|828839|3|2|2023|1|1|1|317|327|221|189|144|174|311|270|339|504|823|905|789|741|830|848|796|836|815|713|554|406|326|249|
V|26|1U|828839|3|2|2023|1|2|2|190|111|67|111|221|334|511|465|536|550|699|813|914|891|1040|1115|1019|966|893|740|651|510|401|324|
V|26|1U|828839|3|2|2023|1|3|3|234|140|122|193|397|697|966|1092|981|882|879|896|956|1041|1169|1335|1362|1263|1012|802|683|611|487|365|
V|26|1U|828839|3|2|2023|1|4|4|314|193|170|207|406|720|1056|1133|1103|934|967|902|1012|1100|1080|1343|1415|1369|1151|789|614|610|508|354|
V|26|1U|828839|3|2|2023|1|5|5|262|177|140|166|424|743|1078|1158|1115|922|911|925|1018|1021|1168|1301|1349|1274|1048|756|640|504|465|360|
V|26|1U|828839|3|2|2023|1|6|6|234|161|132|177|353|661|953|1054|964|888|882|952|1005|1016|1228|1388|1310|1330|1114|876|721|659|502|412|
V|26|1U|828839|3|2|2023|1|7|7|295|183|140|159|226|358|468|524|589|664|818|914|1011|1002|1095|1133|1051|1023|944|865|724|582|469|385|
V|26|1U|828839|3|2|2023|1|8|1|273|191|129|125|166|247|388|367|400|587|717|825|944|994|1040|952|968|944|896|756|609|432|392|288|
V|26|1U|828839|3|2|2023|1|9|2|189|119|87|131|383|729|1151|1297|1138|895|889|866|944|944|1162|1223|1335|1289|1048|781|629|512|453|307|
V|26|1U|828839|3|2|2023|1|10|3|194|127|120|129|395|764|1095|1341|1205|958|860|915|955|958|1121|1227|1446|1328|1030|730|586|497|395|327|
V|26|1U|828839|3|2|2023|1|11|4|197|146|119|175|427|765|1153|1348|1220|979|871|921|928|968|1151|1292|1424|1435|1091|747|657|510|421|357|
V|26|1U|828839|3|2|2023|1|12|5|230|183|142|187|391|768|1126|1321|1238|966|933|936|967|1008|1179|1238|1434|1374|1026|769|665|549|457|325|
V|26|1U|828839|3|2|2023|1|13|6|235|151|135|185|371|743|1048|1166|1148|922|923|946|1006|1008|1207|1339|1472|1462|1176|838|800|712|564|470|
V|26|1U|828839|3|2|2023|1|14|7|284|258|184|197|272|401|490|517|637|773|900|998|1124|1073|1162|1154|1152|1111|983|811|724|585|562|406|
V|26|1U|828839|3|2|2023|1|15|1|262|204|132|180|193|273|343|362|439|632|825|971|978|980|1082|1005|986|944|843|809|590|462|363|282|
V|26|1U|828839|3|2|2023|1|16|2|174|101|100|125|233|552|844|882|903|826|896|913|987|1006|1149|1211|1222|1116|856|698|621|461|378|291|
V|26|1U|828839|3|2|2023|1|17|3|200|111|97|153|392|780|1167|1345|1232|1013|920|923|961|971|1198|1288|1478|1328|1029|723|614|516|435|320|
V|26|1U|828839|3|2|2023|1|18|4|209|119|110|169|371|821|1123|1428|1276|940|921|902|957|977|1171|1345|1345|1329|1037|771|635|517|396|310|
V|26|1U|828839|3|2|2023|1|19|5|236|146|126|178|381|748|1082|1292|1163|973|898|972|1095|978|1181|1294|1396|1364|1080|778|677|528|452|313|
V|26|1U|828839|3|2|2023|1|20|6|221|171|113|168|417|760|1076|1274|1116|942|956|953|1022|1043|1236|1291|1413|1390|1148|910|707|593|544|427|
V|26|1U|828839|3|2|2023|1|21|7|285|195|128|151|263|376|462|516|585|753|819|894|985|1012|1166|1159|1109|1074|982|771|624|562|515|410|
V|26|1U|828839|3|2|2023|1|22|1|259|197|132|129|174|281|380|366|480|598|720|810|774|795|870|927|913|875|844|742|615|447|378|271|
V|26|1U|828839|3|2|2023|1|23|2|188|118|99|136|388|802|1150|1277|1163|888|871|904|927|964|1120|1224|1381|1407|977|749|632|488|430|318|
V|26|1U|828839|3|2|2023|1|24|3|218|144|116|173|383|791|1145|1329|1301|1065|931|904|981|979|1178|1284|1391|1392|1153|792|661|574|452|336|
V|26|1U|828839|3|2|2023|1|25|4|229|151|114|188|380|671|924|890|797|675|599|589|625|634|860|893|885|698|538|458|401|330|303|230|
V|26|1U|828839|3|2|2023|1|26|5|175|123|111|184|378|776|1026|1191|1115|877|847|945|924|936|1132|1213|1380|1292|1006|756|617|535|474|426|
V|26|1U|828839|3|2|2023|1|27|6|315|201|128|171|401|798|1028|1222|1107|895|905|928|989|1035|1195|1281|1351|1169|1053|852|739|650|558|455|
V|26|1U|828839|3|2|2023|1|28|7|254|188|159|145|236|387|487|486|585|691|792|889|1008|996|1077|1049|1072|1003|964|790|612|572|537|431|
V|26|1U|828839|3|2|2023|1|29|1|279|182|125|111|138|250|301|347|415|532|679|741|889|908|933|959|917|878|890|715|626|557|419|300|
V|26|1U|828839|3|2|2023|1|30|2|184|99|105|136|369|763|1070|1213|1156|859|826|855|903|875|1081|1246|1320|1267|935|715|627|498|427|323|
V|26|1U|828839|3|2|2023|1|31|3|211|147|132|145|386|753|1132|1302|1228|970|919|873|891|961|1201|1298|1353|1399|1085|763|602|504|460|288|
V|26|1U|828839|3|3|2023|1|1|1|85|92|54|38|18|39|72|61|86|156|363|404|365|345|354|361|384|379|376|323|191|138|91|70|
V|26|1U|828839|3|3|2023|1|2|2|61|21|9|11|33|85|159|155|176|196|265|328|410|444|554|668|633|575|513|364|280|207|165|123|
V|26|1U|828839|3|3|2023|1|3|3|61|21|26|40|135|361|725|771|687|478|466|519|529|591|794|874|1089|1063|731|487|376|297|234|176|
V|26|1U|828839|3|3|2023|1|4|4|120|41|47|48|133|421|763|495|834|458|528|490|581|498|658|938|1179|1234|869|456|287|247|186|140|
V|26|1U|828839|3|3|2023|1|5|5|82|46|20|36|130|376|741|896|809|495|451|492|624|580|831|921|1158|1059|763|427|342|199|189|150|
V|26|1U|828839|3|3|2023|1|6|6|78|38|27|35|106|321|657|701|683|538|513|574|607|707|874|958|1145|1229|879|535|389|351|207|145|
V|26|1U|828839|3|3|2023|1|7|7|91|56|21|25|38|109|159|193|217|273|351|443|531|581|652|708|704|605|572|432|330|248|189|126|
V|26|1U|828839|3|3|2023|1|8|1|88|34|31|21|19|71|118|94|132|169|253|368|463|559|603|546|571|530|507|404|265|167|158|98|
V|26|1U|828839|3|3|2023|1|9|2|51|26|9|21|96|344|779|1063|797|474|496|471|538|535|726|854|1120|1048|727|378|290|185|150|115|
V|26|1U|828839|3|3|2023|1|10|3|60|29|27|23|116|385|808|1150|976|577|479|532|567|575|820|1107|1063|1062|802|448|278|192|160|102|
V|26|1U|828839|3|3|2023|1|11|4|62|27|20|26|126|390|842|1107|897|514|469|484|580|597|850|1049|1172|1224|740|416|310|248|155|126|
V|26|1U|828839|3|3|2023|1|12|5|72|42|21|42|100|431|826|1061|952|557|466|483|588|643|875|944|1308|1212|843|477|296|259|172|119|
V|26|1U|828839|3|3|2023|1|13|6|65|41|27|30|109|415|747|892|739|535|498|485|584|667|937|1132|1233|1329|951|512|394|337|233|185|
V|26|1U|828839|3|3|2023|1|14|7|95|60|36|46|60|130|176|177|237|296|425|511|634|673|770|789|790|766|625|444|347|229|212|144|
V|26|1U|828839|3|3|2023|1|15|1|78|53|37|27|38|73|101|109|132|217|341|482|520|498|644|513|528|512|471|388|241|175|117|78|
V|26|1U|828839|3|3|2023|1|16|2|45|24|18|20|41|221|471|469|480|425|413|470|564|587|758|860|956|874|529|374|287|213|142|98|
V|26|1U|828839|3|3|2023|1|17|3|50|20|9|36|124|454|896|1092|1053|654|523|468|520|590|893|1074|1351|1142|660|388|297|222|159|94|
V|26|1U|828839|3|3|2023|1|18|4|74|25|14|23|111|409|835|1265|1025|573|475|500|574|593|909|1047|1168|1198|797|421|315|226|163|117|
V|26|1U|828839|3|3|2023|1|19|5|56|23|15|24|123|461|855|1159|909|610|531|609|693|644|880|1032|1206|1201|784|442|382|257|180|116|
V|26|1U|828839|3|3|2023|1|20|6|66|35|25|27|118|383|724|912|781|547|543|561|615|624|964|1093|1223|1313|935|534|388|286|271|172|
V|26|1U|828839|3|3|2023|1|21|7|106|65|21|22|66|127|159|220|250|307|370|436|591|508|705|713|722|736|619|449|289|224|204|161|
V|26|1U|828839|3|3|2023|1|22|1|98|48|36|19|30|53|125|76|29|44|35|65|283|308|365|450|519|447|471|358|244|133|100|79|
V|26|1U|828839|3|3|2023|1|23|2|36|19|6|6|77|372|728|982|842|487|419|471|507|532|809|924|1015|1006|659|391|281|227|179|118|
V|26|1U|828839|3|3|2023|1|24|3|67|26|21|23|111|419|837|1129|1012|657|487|403|515|581|921|996|1203|1317|837|440|340|240|175|120|
V|26|1U|828839|3|3|2023|1|25|4|78|33|22|42|128|365|503|530|445|302|237|219|88|24|134|205|379|286|178|118|89|67|57|31|
V|26|1U|828839|3|3|2023|1|26|5|28|11|5|16|66|365|652|768|758|510|436|478|471|525|765|965|1153|1109|729|400|315|245|190|131|
V|26|1U|828839|3|3|2023|1|27|6|75|8|1|4|68|335|732|860|760|476|468|469|558|674|881|986|1159|919|861|533|402|337|284|159|
V|26|1U|828839|3|3|2023|1|28|7|91|53|21|21|49|120|173|169|209|304|348|433|532|516|633|651|696|633|550|435|295|226|197|160|
V|26|1U|828839|3|3|2023|1|29|1|93|45|33|20|18|38|81|98|100|132|234|297|376|399|454|467|479|495|494|351|280|237|155|80|
V|26|1U|828839|3|3|2023|1|30|2|30|17|12|22|83|355|789|987|845|455|413|425|419|435|720|868|1016|851|588|402|289|197|180|109|
V|26|1U|828839|3|3|2023|1|31|3|54|41|19|24|102|423|833|1074|961|546|445|448|537|479|690|938|990|1007|646|422|288|213|178|128|
V|26|1U|828839|7|1|2023|1|1|1|293|337|235|185|125|168|232|204|283|328|421|526|576|676|658|673|722|712|565|538|461|349|313|233|
V|26|1U|828839|7|1|2023|1|2|2|156|101|73|92|130|222|313|371|435|459|583|663|659|699|765|814|774|745|640|559|483|363|342|271|
V|26|1U|828839|7|1|2023|1|3|3|179|146|107|124|184|357|608|713|753|667|654|689|734|727|900|1047|1044|1047|772|615|506|466|351|319|
V|26|1U|828839|7|1|2023|1|4|4|173|165|148|152|211|386|596|782|759|685|647|700|709|774|858|1007|1063|1086|809|588|536|453|449|341|
V|26|1U|828839|7|1|2023|1|5|5|227|173|142|144|234|446|623|737|729|670|693|732|733|670|885|1002|1094|1076|799|587|504|384|343|312|
V|26|1U|828839|7|1|2023|1|6|6|204|148|126|149|224|385|644|732|741|705|661|729|740|798|908|1000|1042|974|823|668|584|484|452|334|
V|26|1U|828839|7|1|2023|1|7|7|199|190|160|117|152|206|321|397|406|526|597|671|777|804|796|876|861|776|682|615|521|491|391|355|
V|26|1U|828839|7|1|2023|1|8|1|226|186|170|132|107|187|235|316|355|449|521|629|731|771|761|793|769|769|652|548|502|421|317|277|
V|26|1U|828839|7|1|2023|1|9|2|208|131|99|107|199|398|704|834|840|685|640|682|679|730|893|975|911|1034|809|623|470|441|370|300|
V|26|1U|828839|7|1|2023|1|10|3|173|133|125|149|211|423|748|883|870|698|614|661|747|771|865|1085|1179|1092|851|645|548|466|411|271|
V|26|1U|828839|7|1|2023|1|11|4|197|142|128|138|214|420|727|840|840|726|713|710|727|777|895|1027|1116|1116|802|618|559|496|420|313|
V|26|1U|828839|7|1|2023|1|12|5|187|95|105|153|213|405|753|853|811|746|695|670|761|789|960|1038|1059|1083|797|578|561|454|448|342|
V|26|1U|828839|7|1|2023|1|13|6|219|129|151|181|222|394|667|788|818|670|656|739|740|802|969|1114|1197|1119|886|650|591|531|494|407|
V|26|1U|828839|7|1|2023|1|14|7|289|197|175|154|178|236|320|433|522|616|589|679|758|753|798|815|743|800|707|639|556|521|501|326|
V|26|1U|828839|7|1|2023|1|15|1|289|220|167|115|100|161|232|326|371|456|555|656|655|740|733|814|782|740|619|572|571|387|346|283|
V|26|1U|828839|7|1|2023|1|16|2|205|136|108|108|153|330|522|622|589|642|674|701|626|590|850|990|936|804|676|551|487|373|306|295|
V|26|1U|828839|7|1|2023|1|17|3|190|99|111|147|187|364|721|865|853|743|654|683|776|780|887|1034|1083|1076|801|618|494|453|352|294|
V|26|1U|828839|7|1|2023|1|18|4|194|135|112|145|217|425|750|885|880|709|664|707|735|780|952|1082|1105|1126|852|622|539|468|380|300|
V|26|1U|828839|7|1|2023|1|19|5|165|119|117|141|188|395|682|867|784|689|688|816|859|746|950|1075|1129|1103|790|581|520|457|343|294|
V|26|1U|828839|7|1|2023|1|20|6|185|141|121|140|232|405|717|811|787|697|652|684|812|840|969|1048|1121|1053|822|673|539|516|506|417|
V|26|1U|828839|7|1|2023|1|21|7|247|175|168|142|181|237|322|438|457|560|587|677|713|775|817|822|866|825|669|551|541|458|460|385|
V|26|1U|828839|7|1|2023|1|22|1|268|229|142|125|105|177|265|282|316|477|592|688|704|701|606|660|601|645|590|488|471|381|310|251|
V|26|1U|828839|7|1|2023|1|23|2|149|81|77|93|166|334|644|832|814|653|623|702|690|706|913|1010|1147|1070|754|576|500|458|373|287|
V|26|1U|828839|7|1|2023|1|24|3|199|140|138|166|234|422|727|862|818|718|660|664|757|771|914|1024|1088|1122|856|668|543|481|479|301|
V|26|1U|828839|7|1|2023|1|25|4|225|138|149|143|206|366|571|598|630|516|544|480|470|516|545|619|597|510|438|308|282|270|246|221|
V|26|1U|828839|7|1|2023|1|26|5|141|117|95|132|200|368|604|735|699|633|637|668|718|715|853|967|1053|1017|773|587|539|447|390|235|
V|26|1U|828839|7|1|2023|1|27|6|185|146|134|150|212|394|654|816|747|687|638|686|771|810|958|1070|1125|1022|743|631|544|441|382|338|
V|26|1U|828839|7|1|2023|1|28|7|196|161|158|153|135|228|306|407|472|576|609|715|744|782|862|867|832|771|615|591|555|454|447|320|
V|26|1U|828839|7|1|2023|1|29|1|256|197|137|108|90|172|213|284|318|430|512|596|696|755|760|789|703|677|574|538|476|400|347|289|
V|26|1U|828839|7|1|2023|1|30|2|198|111|97|115|199|399|706|812|627|693|658|656|666|748|862|1008|1118|1063|779|596|477|376|338|265|
V|26|1U|828839|7|1|2023|1|31|3|169|114|110|124|221|398|668|838|792|621|613|624|632|731|802|998|1108|1082|827|620|520|433|372|285|
V|26|1U|828839|7|2|2023|1|1|1|332|375|266|210|170|226|281|257|290|368|509|655|735|804|827|901|1004|893|777|679|564|431|388|273|
V|26|1U|828839|7|2|2023|1|2|2|222|121|96|124|182|326|457|558|615|637|725|841|861|956|990|1046|946|933|774|724|613|457|502|371|
V|26|1U|828839|7|2|2023|1|3|3|192|174|144|177|292|573|860|1057|1014|824|859|846|909|962|1090|1263|1308|1197|932|809|698|575|474|479|
V|26|1U|828839|7|2|2023|1|4|4|303|239|222|205|308|598|909|1156|1043|924|840|929|890|996|1107|1210|1296|1319|947|762|626|544|547|408|
V|26|1U|828839|7|2|2023|1|5|5|313|169|174|128|296|619|921|1089|1033|870|789|829|871|984|1090|1199|1196|1178|924|729|623|558|509|406|
V|26|1U|828839|7|2|2023|1|6|6|258|183|151|163|278|562|889|1020|1005|871|808|843|893|999|1121|1214|1228|1187|1000|770|634|631|620|455|
V|26|1U|828839|7|2|2023|1|7|7|281|223|171|149|194|284|462|573|631|649|778|903|949|962|997|1072|1053|971|876|727|713|547|501|473|
V|26|1U|828839|7|2|2023|1|8|1|266|219|193|126|121|230|373|344|411|525|664|782|854|892|935|1003|957|990|835|772|711|516|427|414|
V|26|1U|828839|7|2|2023|1|9|2|251|146|107|112|289|608|936|1190|1106|915|794|830|856|896|1104|1218|1104|1172|878|677|596|535|439|327|
V|26|1U|828839|7|2|2023|1|10|3|223|154|109|125|271|604|952|1171|1168|894|804|810|836|922|1106|1284|1361|1255|945|743|599|559|546|331|
V|26|1U|828839|7|2|2023|1|11|4|203|121|107|140|267|590|943|1180|1144|923|830|793|782|925|1094|1224|1320|1308|972|717|621|550|502|321|
V|26|1U|828839|7|2|2023|1|12|5|230|153|139|172|248|616|977|1123|1118|901|867|888|880|930|1172|1276|1317|1266|896|715|636|548|577|397|
V|26|1U|828839|7|2|2023|1|13|6|258|179|124|163|271|583|913|1146|1046|909|818|870|906|1004|1165|1270|1344|1275|1067|833|693|621|618|436|
V|26|1U|828839|7|2|2023|1|14|7|300|191|180|170|174|287|470|580|599|715|775|907|949|969|981|990|989|955|871|779|658|600|649|433|
V|26|1U|828839|7|2|2023|1|15|1|299|196|170|135|104|234|328|408|415|549|745|864|935|869|923|979|967|918|803|709|686|471|414|328|
V|26|1U|828839|7|2|2023|1|16|2|249|153|111|103|184|483|786|933|842|894|830|905|1088|1047|1057|1199|1117|883|788|669|611|522|412|395|
V|26|1U|828839|7|2|2023|1|17|3|281|112|114|146|260|613|969|1170|1086|886|810|875|883|902|1109|1220|1290|1254|888|714|595|508|463|312|
V|26|1U|828839|7|2|2023|1|18|4|178|123|109|130|270|633|972|1092|1201|946|871|849|898|956|1114|1277|1355|1251|977|765|621|568|461|357|
V|26|1U|828839|7|2|2023|1|19|5|236|157|133|155|269|613|914|1116|1057|873|772|864|893|927|1128|1248|1347|1252|894|724|612|609|470|365|
V|26|1U|828839|7|2|2023|1|20|6|246|161|107|130|269|584|920|1133|1012|891|791|873|929|1010|1201|1301|1362|1241|965|796|749|594|643|493|
V|26|1U|828839|7|2|2023|1|21|7|305|196|175|137|198|285|445|563|620|695|760|855|895|916|949|988|987|972|762|646|677|540|667|523|
V|26|1U|828839|7|2|2023|1|22|1|295|217|191|139|95|215|351|387|421|518|646|798|795|813|825|760|790|772|724|634|617|551|483|397|
V|26|1U|828839|7|2|2023|1|23|2|258|167|121|163|312|595|924|1176|1110|788|770|806|849|899|1075|1204|1231|1242|874|649|639|527|509|341|
V|26|1U|828839|7|2|2023|1|24|3|229|142|108|141|270|620|967|1157|1090|903|863|823|839|928|1036|1246|1299|1273|926|746|631|564|616|356|
V|26|1U|828839|7|2|2023|1|25|4|218|145|114|169|278|590|879|898|821|615|605|588|562|801|819|867|816|688|554|415|418|369|364|291|
V|26|1U|828839|7|2|2023|1|26|5|187|153|107|157|276|589|887|1035|996|839|761|825|821|865|1042|1123|1240|1234|873|766|644|581|523|390|
V|26|1U|828839|7|2|2023|1|27|6|305|172|133|146|279|651|952|1066|983|888|817|848|913|969|1156|1298|1363|1168|858|833|677|557|512|419|
V|26|1U|828839|7|2|2023|1|28|7|247|180|166|168|166|328|470|557|591|690|746|836|891|933|969|952|995|890|769|704|602|518|555|396|
V|26|1U|828839|7|2|2023|1|29|1|318|189|139|121|95|232|317|367|424|522|605|751|884|858|938|906|859|812|716|698|652|525|451|398|
V|26|1U|828839|7|2|2023|1|30|2|238|139|126|144|261|629|901|1068|914|878|819|757|845|837|1062|1233|1217|1249|913|713|535|538|464|361|
V|26|1U|828839|7|2|2023|1|31|3|205|139|121|158|286|623|967|1178|1155|921|812|810|843|907|1079|1210|1349|1269|914|716|582|500|462|320|
V|26|1U|828839|7|3|2023|1|1|1|97|134|81|63|48|57|77|50|79|122|182|264|313|420|412|412|646|505|388|313|266|168|122|92|
V|26|1U|828839|7|3|2023|1|2|2|64|22|13|23|34|121|189|235|250|270|364|420|508|526|609|627|549|600|457|368|291|181|193|157|
V|26|1U|828839|7|3|2023|1|3|3|47|37|26|56|67|320|694|1014|902|578|531|648|573|670|912|1052|1170|1089|772|529|394|286|237|207|
V|26|1U|828839|7|3|2023|1|4|4|109|70|51|55|99|385|784|1153|917|646|459|629|539|582|845|1028|1146|1146|663|397|283|228|275|156|
V|26|1U|828839|7|3|2023|1|5|5|103|32|31|34|92|356|787|1056|871|583|454|512|509|632|772|984|1025|1025|640|433|302|276|240|147|
V|26|1U|828839|7|3|2023|1|6|6|80|33|27|36|78|292|712|1016|887|608|478|526|469|596|885|1021|950|937|730|424|334|311|357|211|
V|26|1U|828839|7|3|2023|1|7|7|91|67|37|27|33|104|213|256|276|309|361|472|544|530|560|633|611|575|506|341|288|233|197|179|
